timestamp,policy,migrations,utilization,p95_latency
1765471993.2231731,least_loaded,0,33.3,2.687
1765471993.3789117,least_loaded,0,33.3,2.687
1765471993.5321157,least_loaded,0,33.3,2.687
1765471993.6883821,least_loaded,0,33.3,2.687
1765471993.8431237,least_loaded,0,33.3,2.687
1765471993.9975429,least_loaded,0,33.3,2.687
1765471994.1529157,least_loaded,0,66.7,2.687
1765471994.3088064,least_loaded,0,50.0,2.687
1765471994.4632628,least_loaded,0,25.0,2.687
1765471994.6190698,least_loaded,0,25.0,2.687
1765471994.7745826,least_loaded,0,25.0,2.687
1765471994.9296393,least_loaded,0,25.0,2.687
1765471995.0848324,least_loaded,0,25.0,2.687
1765471995.2373788,least_loaded,0,25.0,2.687
1765471995.3905797,least_loaded,0,25.0,2.687
1765471995.5615828,least_loaded,0,25.0,2.687
1765471995.7165642,least_loaded,0,25.0,2.687
1765471995.871285,least_loaded,0,25.0,2.687
1765471996.0282393,least_loaded,0,25.0,2.687
1765471996.182776,least_loaded,0,25.0,2.687
1765471996.3396797,least_loaded,0,25.0,2.687
1765471996.4961843,least_loaded,0,25.0,2.687
1765471996.650875,least_loaded,0,25.0,2.687
1765471996.8063593,least_loaded,0,25.0,2.687
1765471996.9615827,least_loaded,0,25.0,2.687
1765471997.1171575,least_loaded,0,25.0,2.687
1765471997.2736099,least_loaded,0,25.0,2.687
1765471997.4298875,least_loaded,0,25.0,2.687
1765471997.5851166,least_loaded,0,0.0,2.687
1765471997.7412453,least_loaded,0,25.0,2.687
1765471997.8949802,least_loaded,0,25.0,2.687
1765471998.0503898,least_loaded,0,25.0,2.687
1765471998.2053478,least_loaded,0,25.0,2.687
1765471998.3609462,work_stealing,0,25.0,2.687
1765471998.5161242,work_stealing,0,25.0,2.687
1765471998.6723611,work_stealing,0,25.0,2.687
1765471998.8276415,work_stealing,0,25.0,2.687
1765471998.9818063,work_stealing,0,25.0,2.687
1765471999.1359158,work_stealing,0,25.0,2.687
1765471999.288791,work_stealing,0,25.0,2.687
1765471999.4444242,work_stealing,0,25.0,2.687
1765471999.5990279,work_stealing,0,25.0,2.687
1765471999.7555149,work_stealing,0,25.0,2.687
1765471999.9112039,work_stealing,0,25.0,2.687
1765472000.0676813,work_stealing,0,25.0,2.687
1765472000.2220428,work_stealing,0,25.0,2.687
1765472000.37675,work_stealing,0,25.0,2.687
1765472000.5306966,round_robin,0,25.0,2.687
1765472000.6868172,round_robin,0,25.0,2.687
1765472000.8414626,round_robin,0,25.0,2.687
1765472000.994495,round_robin,0,25.0,2.687
1765472001.1486685,round_robin,0,25.0,2.687
1765472001.3029528,round_robin,0,25.0,2.687
1765472001.4599931,round_robin,0,25.0,2.687
1765472001.614043,round_robin,0,0.0,2.687
1765472001.769543,round_robin,0,25.0,2.687
1765472001.9261398,round_robin,0,25.0,2.687
1765472002.0799859,round_robin,0,25.0,2.687
1765472002.2358768,round_robin,0,25.0,2.687
1765472002.3907545,round_robin,0,50.0,2.687
1765472002.543178,round_robin,0,50.0,2.687
1765472002.6976323,round_robin,0,25.0,2.658
1765472002.8544216,round_robin,0,50.0,2.658
1765472003.0094633,round_robin,0,50.0,2.658
1765472003.1660004,work_stealing,0,0.0,2.658
1765472003.3214629,work_stealing,0,0.0,2.658
1765472003.475726,work_stealing,0,25.0,2.658
1765472003.6305826,work_stealing,0,25.0,2.658
1765472003.785974,work_stealing,0,25.0,2.658
1765472003.9418018,work_stealing,0,25.0,2.658
1765472004.0949287,round_robin,0,25.0,2.658
1765472004.2481608,round_robin,0,25.0,2.658
1765472004.4019206,round_robin,0,25.0,2.658
1765472004.556847,round_robin,0,25.0,2.658
1765472004.715166,round_robin,0,25.0,2.658
1765472004.8703244,round_robin,0,50.0,2.658
1765472005.027049,round_robin,0,50.0,2.658
1765472005.1929295,round_robin,0,50.0,2.658
1765472005.3477263,round_robin,0,25.0,2.658
1765472005.5025787,round_robin,0,25.0,2.658
1765472005.6586645,round_robin,0,25.0,2.658
1765472005.8120492,round_robin,0,50.0,2.658
1765472005.9644325,round_robin,0,100.0,2.658
1765472006.1190073,round_robin,0,100.0,2.658
1765472006.271658,round_robin,0,100.0,2.658
1765472006.4270732,round_robin,0,100.0,2.658
1765472006.5818698,round_robin,0,100.0,2.658
1765472006.736563,round_robin,0,100.0,2.658
1765472006.8900425,round_robin,0,100.0,2.658
1765472007.0440514,round_robin,0,100.0,2.658
1765472007.1987095,round_robin,0,100.0,2.658
1765472007.3519382,round_robin,0,100.0,2.658
1765472007.5063517,round_robin,0,100.0,2.658
1765472007.6601484,round_robin,0,100.0,2.658
1765472007.8148408,round_robin,0,100.0,2.658
1765472007.9687428,round_robin,0,100.0,2.658
1765472008.1202478,round_robin,0,100.0,2.658
1765472008.274202,round_robin,0,100.0,2.658
1765472008.427257,round_robin,0,100.0,2.658
1765472008.5823457,round_robin,0,100.0,2.661
1765472008.7384095,round_robin,0,100.0,2.661
1765472008.89316,round_robin,0,100.0,2.661
1765472009.047056,round_robin,0,100.0,2.661
1765472009.199965,round_robin,0,100.0,2.661
1765472009.3557167,round_robin,0,100.0,2.477
1765472009.5082135,round_robin,0,100.0,2.477
1765472009.6626182,round_robin,0,100.0,2.477
1765472009.8180053,round_robin,0,100.0,2.588
1765472009.9725862,round_robin,0,100.0,2.604
1765472010.1262262,round_robin,0,100.0,2.661
1765472010.2807496,round_robin,0,100.0,2.661
1765472010.4362905,round_robin,0,100.0,2.661
1765472010.5909352,round_robin,0,100.0,2.804
1765472010.7454865,round_robin,0,100.0,3.314
1765472010.8999393,round_robin,0,100.0,3.314
1765472011.055498,round_robin,0,100.0,3.469
1765472011.2082393,round_robin,0,100.0,3.469
1765472011.362545,round_robin,0,100.0,3.639
1765472011.5171564,round_robin,0,100.0,3.639
1765472011.6723385,round_robin,0,100.0,3.826
1765472011.8283362,round_robin,0,100.0,3.826
1765472011.9838424,round_robin,0,100.0,3.826
1765472012.138569,round_robin,0,100.0,3.826
1765472012.292999,round_robin,0,100.0,3.826
1765472012.4480407,round_robin,0,100.0,4.102
1765472012.603785,round_robin,0,100.0,4.102
1765472012.7598252,round_robin,0,100.0,4.142
1765472012.9127882,round_robin,0,100.0,4.421
1765472013.068348,round_robin,0,100.0,4.421
1765472013.2240958,round_robin,0,100.0,4.473
1765472013.3813276,round_robin,0,100.0,4.699
1765472013.5373282,round_robin,0,100.0,4.699
1765472013.6918778,round_robin,0,100.0,4.699
1765472013.8475506,round_robin,0,100.0,4.699
1765472014.000292,round_robin,0,100.0,5.058
1765472014.1557384,round_robin,0,100.0,5.058
1765472014.3114922,round_robin,0,100.0,5.058
1765472014.4640572,round_robin,0,100.0,5.058
1765472014.6190689,round_robin,0,100.0,5.696
1765472014.7750866,round_robin,0,100.0,5.696
1765472014.9298022,round_robin,0,100.0,5.696
1765472015.085023,round_robin,0,100.0,5.696
1765472015.2399056,round_robin,0,100.0,5.915
1765472015.3943589,round_robin,0,100.0,5.915
1765472015.5505195,round_robin,0,100.0,5.915
1765472015.707374,round_robin,0,100.0,5.915
1765472015.862712,round_robin,0,100.0,5.962
1765472016.019264,round_robin,0,100.0,5.962
1765472016.1725621,round_robin,0,100.0,6.39
1765472016.329522,round_robin,0,100.0,6.39
1765472016.4852264,round_robin,0,100.0,6.616
1765472016.6417558,round_robin,0,100.0,6.833
1765472016.7944112,round_robin,0,100.0,6.833
1765472016.9514868,round_robin,0,100.0,7.175
1765472017.1059556,round_robin,0,100.0,7.175
1765472017.2630951,least_loaded,0,100.0,7.175
1765472017.4181063,least_loaded,0,100.0,7.175
1765472017.5727997,least_loaded,0,100.0,7.285
1765472017.728561,least_loaded,0,100.0,7.285
1765472017.8849118,least_loaded,0,100.0,7.336
1765472018.041213,least_loaded,0,100.0,7.336
1765472018.1972651,least_loaded,0,100.0,7.664
1765472018.3515441,least_loaded,0,100.0,7.664
1765472018.5072694,least_loaded,0,100.0,7.664
1765472018.6627507,least_loaded,0,100.0,7.672
1765472018.816816,least_loaded,0,100.0,7.672
1765472018.971832,least_loaded,0,100.0,7.851
1765472019.1248593,least_loaded,0,100.0,7.9
1765472019.2797325,least_loaded,0,100.0,7.9
1765472019.4371347,least_loaded,0,100.0,7.9
1765472019.590923,least_loaded,0,100.0,7.9
1765472019.7458625,least_loaded,0,100.0,8.427
1765472019.9011092,least_loaded,0,100.0,8.427
1765472020.0578303,least_loaded,0,100.0,8.673
1765472020.21328,least_loaded,0,100.0,8.673
1765472020.3704965,least_loaded,0,100.0,8.673
1765472020.5284975,least_loaded,0,100.0,8.723
1765472020.6849453,least_loaded,0,100.0,9.256
1765472020.8404164,least_loaded,0,100.0,9.256
1765472020.9964519,least_loaded,0,100.0,9.336
1765472021.154507,least_loaded,0,100.0,9.494
1765472021.311962,least_loaded,0,100.0,9.494
1765472021.4677584,least_loaded,0,100.0,9.494
1765472021.6246269,least_loaded,0,100.0,9.494
1765472021.7797453,least_loaded,0,100.0,9.725
1765472021.9345393,least_loaded,0,100.0,9.725
1765472022.0891752,least_loaded,0,100.0,9.725
1765472022.2436347,least_loaded,0,100.0,9.725
1765472022.3990054,least_loaded,0,100.0,9.867
1765472022.5548964,least_loaded,0,100.0,9.867
1765472022.7104204,least_loaded,0,100.0,9.867
1765472022.8645437,least_loaded,0,100.0,9.867
1765472023.0201306,least_loaded,0,100.0,9.867
1765472023.1739259,least_loaded,0,100.0,9.867
1765472023.328405,least_loaded,0,100.0,9.867
1765472023.481904,least_loaded,0,100.0,9.867
1765472023.6354914,least_loaded,0,100.0,9.867
1765472023.791162,least_loaded,0,100.0,9.867
1765472023.9445982,least_loaded,0,100.0,9.867
1765472024.098691,least_loaded,0,100.0,9.867
1765472024.2527373,least_loaded,0,100.0,9.867
1765472024.4061022,least_loaded,0,100.0,9.867
1765472024.5623405,least_loaded,0,100.0,9.867
1765472024.7180355,least_loaded,0,100.0,9.867
1765472024.8693645,least_loaded,0,100.0,9.867
1765472025.023317,least_loaded,0,100.0,9.867
1765472025.1778536,least_loaded,0,100.0,9.867
1765472025.3334835,least_loaded,0,100.0,9.867
1765472025.4888723,least_loaded,0,75.0,9.867
1765472025.640794,least_loaded,0,75.0,9.867
1765472025.7940137,least_loaded,0,75.0,9.867
1765472025.9501507,least_loaded,0,75.0,9.867
1765472026.104184,least_loaded,0,50.0,9.867
1765472026.2575107,least_loaded,0,50.0,9.867
1765472026.4122374,least_loaded,0,75.0,9.867
1765472026.5647347,least_loaded,0,50.0,9.867
1765472026.719487,least_loaded,0,25.0,9.867
1765472026.8737838,least_loaded,0,25.0,9.867
1765472027.0290573,least_loaded,0,25.0,9.867
1765472027.1839712,least_loaded,0,0.0,9.867
1765472027.3370798,least_loaded,0,33.3,9.867
1765472027.492839,least_loaded,0,33.3,9.867
1765472027.6485062,least_loaded,0,33.3,9.867
1765472027.8026826,least_loaded,0,33.3,9.867
1765472027.9587066,least_loaded,0,33.3,9.867
1765472028.1143768,least_loaded,0,33.3,9.867
1765472028.2696033,least_loaded,0,100.0,9.867
1765472028.4244316,least_loaded,0,100.0,9.867
1765472028.579392,least_loaded,0,100.0,9.867
1765472028.7354608,least_loaded,0,100.0,9.867
1765472028.8910944,least_loaded,0,100.0,9.867
1765472029.0445848,least_loaded,0,100.0,9.867
1765472029.1991675,least_loaded,0,66.7,9.867
1765472029.3517928,least_loaded,0,66.7,9.867
1765472029.5062232,least_loaded,0,66.7,9.867
1765472029.66123,least_loaded,0,66.7,9.867
1765472029.8163607,least_loaded,0,66.7,9.867
1765472029.9697046,least_loaded,0,66.7,9.867
1765472030.1245923,least_loaded,0,66.7,9.867
1765472030.2821095,least_loaded,0,66.7,9.867
1765472030.4359784,least_loaded,0,33.3,9.867
1765472030.5881221,least_loaded,0,33.3,9.867
1765472030.7437818,least_loaded,0,66.7,9.867
1765472030.8981009,least_loaded,0,66.7,9.867
1765472031.0545728,least_loaded,0,66.7,9.867
1765472031.210819,least_loaded,0,66.7,9.867
1765472031.3680363,least_loaded,0,33.3,9.867
1765472031.5204074,least_loaded,0,33.3,9.867
1765472031.6729321,least_loaded,0,33.3,9.867
1765472031.8292916,least_loaded,0,33.3,9.867
1765472031.9855866,least_loaded,0,33.3,9.867
1765472032.1409888,least_loaded,0,66.7,8.571
1765472032.2956128,least_loaded,0,66.7,8.571
1765472032.4508867,least_loaded,0,66.7,8.571
1765472032.604712,least_loaded,0,66.7,8.571
1765472032.7619624,least_loaded,0,0.0,8.259
1765472032.917897,least_loaded,0,33.3,8.259
1765472033.0728438,least_loaded,0,33.3,8.259
1765472033.228187,least_loaded,0,25.0,8.259
1765472033.3827367,least_loaded,0,25.0,8.259
1765472033.5387595,least_loaded,0,25.0,8.259
1765472033.6942723,least_loaded,0,50.0,8.259
1765472033.8502548,least_loaded,0,25.0,7.271
1765472034.0057986,least_loaded,0,25.0,7.271
1765472034.1628337,least_loaded,0,33.3,7.271
1765472034.3188243,least_loaded,0,33.3,7.271
1765472034.4728067,least_loaded,0,33.3,7.271
1765472034.6271663,least_loaded,0,33.3,7.271
1765472034.784245,least_loaded,0,66.7,7.271
1765472034.940321,least_loaded,0,66.7,7.271
1765472035.095156,least_loaded,0,66.7,7.271
1765472035.2505047,least_loaded,0,25.0,7.271
1765472035.4065495,least_loaded,0,25.0,7.271
1765472035.563055,least_loaded,0,25.0,7.271
1765472035.7189026,least_loaded,0,50.0,7.271
1765472035.874762,least_loaded,0,25.0,7.271
1765472036.0298858,least_loaded,0,25.0,7.271
1765472036.1866474,least_loaded,0,25.0,6.192
1765472036.3409107,least_loaded,0,25.0,6.192
1765472036.4974296,least_loaded,0,25.0,6.192
1765472036.6530764,least_loaded,0,25.0,6.192
1765472036.8102582,least_loaded,0,25.0,6.192
1765472036.9649377,least_loaded,0,25.0,6.192
1765472037.120464,least_loaded,0,25.0,6.192
1765472037.274886,work_stealing,0,25.0,6.192
1765472037.4321866,work_stealing,0,25.0,6.192
1765472037.5875576,work_stealing,0,25.0,5.048
1765472037.7451608,work_stealing,0,25.0,5.048
1765472037.9011993,work_stealing,0,33.3,5.048
1765472038.0550086,work_stealing,0,33.3,5.048
1765472038.2091618,work_stealing,0,33.3,5.048
1765472038.365056,work_stealing,0,33.3,4.986
1765472038.5205078,work_stealing,0,33.3,4.986
1765472038.676501,work_stealing,0,33.3,4.986
1765472038.8308108,work_stealing,0,33.3,4.986
1765472038.9849076,work_stealing,0,33.3,4.986
1765472039.1405609,work_stealing,0,33.3,4.986
1765472039.292226,work_stealing,0,33.3,4.986
1765472039.4485457,work_stealing,0,33.3,4.986
1765472039.603773,work_stealing,0,33.3,4.986
1765472039.7582898,work_stealing,0,33.3,4.986
1765472039.91451,work_stealing,0,33.3,4.986
1765472040.0703363,work_stealing,0,33.3,4.986
1765472040.2255282,work_stealing,0,33.3,4.986
1765472040.3808954,work_stealing,0,33.3,4.986
1765472040.5358403,work_stealing,0,33.3,4.986
1765472040.6916392,work_stealing,0,33.3,4.986
1765472040.8455844,work_stealing,1,100.0,4.986
1765472041.0002577,work_stealing,1,100.0,4.986
1765472041.1546032,work_stealing,1,100.0,4.986
1765472041.3093069,work_stealing,1,100.0,4.878
1765472041.4648142,work_stealing,1,100.0,4.878
1765472041.6213002,work_stealing,1,100.0,4.508
1765472041.7743871,work_stealing,1,66.7,4.508
1765472041.9308646,least_loaded,1,66.7,4.508
1765472042.0865,least_loaded,1,33.3,4.167
1765472042.2427118,least_loaded,1,33.3,4.167
1765472042.3956127,least_loaded,1,33.3,4.167
1765472042.5507612,least_loaded,1,33.3,4.167
1765472042.707534,least_loaded,1,66.7,4.167
1765472042.8649313,least_loaded,1,66.7,4.167
1765472043.0203195,least_loaded,1,66.7,4.167
1765472043.1759698,least_loaded,1,66.7,4.167
1765472043.3312936,least_loaded,1,33.3,4.167
1765472043.4870312,least_loaded,1,100.0,4.167
1765472043.6413472,least_loaded,1,100.0,4.167
1765472043.7960954,least_loaded,1,100.0,4.167
1765472043.9516401,least_loaded,1,100.0,4.167
1765472044.1066272,least_loaded,1,100.0,2.869
1765472044.2619088,least_loaded,1,100.0,2.869
1765472044.416974,least_loaded,1,100.0,2.869
1765472044.571535,least_loaded,1,100.0,2.869
1765472044.72761,least_loaded,1,100.0,1.619
1765472044.8820946,least_loaded,1,100.0,1.619
1765472045.0382788,least_loaded,1,100.0,1.619
1765472045.194131,least_loaded,1,100.0,1.619
1765472045.350052,least_loaded,1,100.0,1.619
1765472045.5022936,least_loaded,1,100.0,1.671
1765472045.6597524,least_loaded,1,100.0,1.671
1765472045.8155823,least_loaded,1,100.0,2.095
1765472045.9709752,least_loaded,1,100.0,2.345
1765472046.1254776,least_loaded,1,100.0,2.345
1765472046.2818732,least_loaded,1,100.0,2.345
1765472046.4380164,least_loaded,1,100.0,2.533
1765472046.591164,least_loaded,1,100.0,2.842
1765472046.7456372,least_loaded,1,100.0,2.842
1765472046.901222,least_loaded,1,100.0,2.952
1765472047.0560613,least_loaded,1,100.0,2.952
1765472047.2114038,least_loaded,1,100.0,2.952
1765472047.3655837,least_loaded,1,100.0,2.952
1765472047.5191274,least_loaded,1,100.0,2.952
1765472047.6738787,least_loaded,1,100.0,3.076
1765472047.828814,least_loaded,1,100.0,3.076
1765472047.9832628,least_loaded,1,100.0,3.399
1765472048.1358924,least_loaded,1,100.0,3.489
1765472048.2902734,least_loaded,1,100.0,3.489
1765472048.4429197,least_loaded,1,100.0,3.52
1765472048.5992687,least_loaded,1,100.0,3.52
1765472048.7546537,least_loaded,1,100.0,3.583
1765472048.910382,least_loaded,1,100.0,3.964
1765472049.0682082,least_loaded,1,100.0,4.415
1765472049.2245436,least_loaded,1,100.0,4.415
1765472049.3806784,least_loaded,1,100.0,4.415
1765472049.5345657,least_loaded,1,100.0,4.588
1765472049.6871436,least_loaded,1,100.0,4.588
1765472049.841731,least_loaded,1,100.0,5.133
1765472049.9982774,least_loaded,1,100.0,5.133
1765472050.153759,least_loaded,1,100.0,5.133
1765472050.3093941,least_loaded,1,100.0,5.133
1765472050.4650443,least_loaded,1,100.0,5.133
1765472050.621484,least_loaded,1,100.0,5.133
1765472050.777178,least_loaded,1,100.0,5.133
1765472050.9333932,least_loaded,1,100.0,5.133
1765472051.088488,least_loaded,1,100.0,5.133
1765472051.2435732,least_loaded,1,100.0,5.133
1765472051.4010925,least_loaded,1,66.7,5.133
1765472051.5576215,least_loaded,1,66.7,5.133
1765472051.7132373,least_loaded,1,66.7,5.133
1765472051.8698785,least_loaded,1,100.0,5.133
1765472052.024475,least_loaded,1,100.0,5.133
1765472052.1802933,least_loaded,1,100.0,5.133
1765472052.336331,least_loaded,1,66.7,5.133
1765472052.491099,least_loaded,1,66.7,5.133
1765472052.646821,least_loaded,1,33.3,5.133
1765472052.8011444,least_loaded,1,33.3,5.133
1765472052.9570122,least_loaded,1,33.3,5.133
1765472053.1100836,least_loaded,1,33.3,5.133
1765472053.2650177,least_loaded,1,33.3,5.133
1765472053.4205134,least_loaded,1,66.7,5.133
1765472053.5775228,least_loaded,1,66.7,5.133
1765472053.732627,least_loaded,1,66.7,5.133
1765472053.8880694,least_loaded,1,66.7,5.133
1765472054.0438113,least_loaded,1,66.7,5.133
1765472054.1983578,least_loaded,1,66.7,5.133
1765472054.351964,least_loaded,1,33.3,5.133
1765472054.5086873,least_loaded,1,33.3,5.133
1765472054.6631773,least_loaded,1,33.3,5.133
1765472054.819342,least_loaded,1,33.3,5.133
1765472054.9759254,least_loaded,1,33.3,5.133
1765472055.131479,least_loaded,1,33.3,5.133
1765472055.288155,least_loaded,1,33.3,5.133
1765472055.442857,least_loaded,1,33.3,5.133
1765472055.5987866,least_loaded,1,33.3,5.133
1765472055.7547863,least_loaded,1,33.3,5.133
1765472055.9088795,least_loaded,1,33.3,5.133
1765472056.0629618,least_loaded,1,33.3,5.133
1765472056.2205179,least_loaded,1,33.3,5.133
1765472056.3765087,least_loaded,1,33.3,5.133
1765472056.5309467,least_loaded,1,33.3,5.133
1765472056.684637,least_loaded,1,33.3,5.133
1765472056.8376775,least_loaded,1,33.3,5.133
1765472056.992615,least_loaded,1,33.3,5.133
1765472057.1486506,least_loaded,1,33.3,5.133
1765472057.3034647,least_loaded,1,33.3,5.133
1765472057.4576397,least_loaded,1,33.3,5.133
1765472057.6123855,least_loaded,1,33.3,5.133
1765472057.7681193,least_loaded,1,33.3,5.133
1765472057.9217238,least_loaded,1,25.0,5.133
1765472058.0784564,least_loaded,1,25.0,5.133
1765472058.2340288,least_loaded,1,0.0,5.133
1765472058.389949,least_loaded,1,0.0,5.133
1765472058.5451097,least_loaded,1,25.0,5.133
1765472058.70141,least_loaded,1,25.0,5.133
1765472058.8569129,least_loaded,1,100.0,5.133
1765472059.0135136,least_loaded,1,100.0,5.133
1765472059.1658661,least_loaded,1,100.0,5.133
1765472059.3212793,least_loaded,1,100.0,5.133
1765472059.4774482,least_loaded,1,75.0,5.133
1765472059.6317875,least_loaded,1,25.0,5.133
1765472059.7884314,least_loaded,1,25.0,5.133
1765472059.9443824,least_loaded,1,25.0,5.133
1765472060.0973015,least_loaded,1,0.0,5.133
1765472060.2517283,least_loaded,1,25.0,5.133
1765472060.4083736,least_loaded,1,25.0,5.133
1765472060.5638492,least_loaded,1,0.0,5.133
1765472060.720558,least_loaded,1,25.0,5.133
1765472060.873084,least_loaded,1,25.0,5.133
1765472061.028498,least_loaded,1,25.0,5.133
1765472061.182509,least_loaded,1,25.0,5.133
1765472061.3379364,least_loaded,1,25.0,5.133
1765472061.4961684,least_loaded,1,25.0,5.133
1765472061.654989,least_loaded,1,0.0,5.133
1765472061.8116777,least_loaded,1,25.0,5.133
1765472061.9673324,work_stealing,1,25.0,5.133
1765472062.1256237,work_stealing,1,25.0,5.133
1765472062.2782116,work_stealing,1,25.0,5.133
1765472062.4376187,work_stealing,1,25.0,5.133
1765472062.588861,work_stealing,1,25.0,5.133
1765472062.744016,work_stealing,1,25.0,5.133
1765472062.8990836,work_stealing,1,25.0,5.133
1765472063.052433,work_stealing,1,100.0,5.133
1765472063.208004,work_stealing,1,100.0,5.133
1765472063.363051,work_stealing,1,100.0,5.133
1765472063.5195131,work_stealing,1,100.0,5.133
1765472063.6729085,work_stealing,1,100.0,5.133
1765472063.828068,work_stealing,1,100.0,5.133
1765472063.9831235,work_stealing,1,100.0,5.133
1765472064.1388404,work_stealing,1,100.0,5.133
1765472064.293325,work_stealing,1,100.0,5.133
1765472064.4629188,work_stealing,1,100.0,5.133
1765472064.614438,work_stealing,1,100.0,5.133
1765472064.768431,work_stealing,1,100.0,5.133
1765472064.9246316,work_stealing,1,100.0,4.837
1765472065.0781732,work_stealing,1,100.0,4.401
1765472065.2316263,work_stealing,1,100.0,4.401
1765472065.3873367,work_stealing,1,100.0,3.831
1765472065.5434525,work_stealing,1,100.0,3.831
1765472065.6993165,work_stealing,1,75.0,3.337
1765472065.8537714,work_stealing,1,25.0,3.249
1765472066.0074456,work_stealing,1,25.0,3.249
1765472066.1638017,work_stealing,1,25.0,2.848
1765472066.3194652,work_stealing,1,75.0,2.848
1765472066.4750996,work_stealing,1,100.0,2.8
1765472066.6316886,work_stealing,1,100.0,2.8
1765472066.7868729,work_stealing,1,100.0,2.8
1765472066.9389393,work_stealing,1,100.0,2.664
1765472067.0962074,work_stealing,1,100.0,2.44
1765472067.24976,work_stealing,1,100.0,2.44
1765472067.4054742,work_stealing,1,100.0,2.44
1765472067.55894,work_stealing,1,100.0,2.363
1765472067.7141395,work_stealing,1,100.0,2.363
1765472067.8687706,work_stealing,1,100.0,2.363
1765472068.0247898,work_stealing,1,100.0,2.363
1765472068.1831918,work_stealing,1,100.0,2.363
1765472068.3379567,work_stealing,1,100.0,2.363
1765472068.4922876,work_stealing,1,100.0,2.363
1765472068.6457884,work_stealing,1,100.0,2.363
1765472068.8003995,work_stealing,1,100.0,2.44
1765472068.9550085,work_stealing,1,100.0,2.44
1765472069.1115277,work_stealing,1,100.0,2.44
1765472069.2670622,work_stealing,1,100.0,2.44
1765472069.4208477,work_stealing,1,100.0,2.44
1765472069.5740876,work_stealing,1,100.0,2.44
1765472069.7308478,work_stealing,1,100.0,2.44
1765472069.8870175,work_stealing,1,100.0,2.449
1765472070.0429046,work_stealing,1,100.0,2.637
1765472070.1991792,work_stealing,1,100.0,2.637
1765472070.3528128,work_stealing,1,100.0,2.683
1765472070.5076478,work_stealing,1,100.0,2.8
1765472070.6628387,work_stealing,1,100.0,3.026
1765472070.8196096,work_stealing,1,100.0,3.026
1765472070.9733143,work_stealing,1,100.0,3.196
1765472071.1296155,work_stealing,1,100.0,3.196
1765472071.2861774,work_stealing,1,100.0,3.196
1765472071.441279,work_stealing,1,100.0,3.196
1765472071.5977514,work_stealing,1,100.0,3.196
1765472071.7539217,work_stealing,1,100.0,3.37
1765472071.9074512,work_stealing,1,100.0,3.476
1765472072.0629678,work_stealing,1,100.0,3.476
1765472072.2187626,work_stealing,1,100.0,3.476
1765472072.3751178,work_stealing,1,100.0,3.663
1765472072.5297213,work_stealing,1,100.0,3.927
1765472072.6851509,work_stealing,1,100.0,4.004
1765472072.8410056,work_stealing,1,100.0,4.222
1765472072.9971697,work_stealing,1,100.0,4.222
1765472073.1528714,work_stealing,1,100.0,4.315
1765472073.3080769,work_stealing,1,100.0,4.424
1765472073.4640782,work_stealing,1,100.0,4.424
1765472073.6194415,work_stealing,1,100.0,4.424
1765472073.7760231,work_stealing,1,100.0,4.424
1765472073.9319363,work_stealing,1,100.0,4.424
1765472074.0890083,work_stealing,1,100.0,4.79
1765472074.241879,round_robin,1,100.0,4.821
1765472074.3953097,round_robin,1,100.0,4.821
1765472074.5509355,round_robin,1,100.0,4.821
1765472074.7027178,round_robin,1,100.0,4.836
